id,is_terminated,is_working,is_available,lastWorked,busyTime,up_time,idle_time,efficiency,created_time
i57-f9,true,false,true,420.018842,167.926267,419.425000,251.498733,0.400373,0.579000
i60-f12,true,false,true,420.010529,149.792466,419.384000,269.591534,0.357173,0.620000
i61-f13,true,false,true,419.998662,148.968856,419.374000,270.405144,0.355217,0.630000
i62-f14,true,false,true,419.900664,33.782787,73.973000,40.190213,0.456691,346.031000
i46-f14,true,false,true,413.133559,185.768665,419.536000,233.767335,0.442796,0.468000
i36-f4,true,false,true,346.072567,149.564691,419.643000,270.078309,0.356409,0.361000
i45-f13,true,false,true,1.478338,1.020634,301.024338,300.003704,0.003391,0.454000
i54-f6,true,false,true,1.384046,0.841146,300.845046,300.003900,0.002796,0.539000
i55-f7,true,false,true,1.383662,0.829495,300.830662,300.001167,0.002757,0.553000
i52-f4,true,false,true,1.373815,0.854584,300.861815,300.007231,0.002840,0.512000
i33-f1,true,false,true,1.368846,1.035465,301.038846,300.003381,0.003440,0.330000
i49-f1,true,false,true,1.361850,0.855619,300.875850,300.020231,0.002844,0.486000
i51-f3,true,false,true,1.346086,0.832516,300.841086,300.008570,0.002767,0.505000
i44-f12,true,false,true,1.343709,0.863768,300.902709,300.038941,0.002871,0.441000
i40-f8,true,false,true,1.341998,0.937795,300.938998,300.001203,0.003116,0.403000
i56-f8,true,false,true,1.243797,0.677797,300.677797,300.000000,0.002254,0.566000
i59-f11,true,false,true,1.239156,0.639156,300.639156,300.000000,0.002126,0.600000
i47-f15,true,false,true,1.234176,0.756118,300.759176,300.003058,0.002514,0.475000
i24-f8,true,false,true,1.232266,0.984985,300.996266,300.011281,0.003272,0.236000
i37-f5,true,false,true,1.225135,0.846937,300.856135,300.009198,0.002815,0.369000
i39-f7,true,false,true,1.224662,0.829495,300.835662,300.006167,0.002757,0.389000
i17-f1,true,false,true,1.200846,1.035465,301.039846,300.004381,0.003440,0.161000
i58-f10,true,false,true,1.154738,0.563738,300.563738,300.000000,0.001876,0.591000
i50-f2,true,false,true,1.137774,0.639774,300.639774,300.000000,0.002128,0.498000
i53-f5,true,false,true,1.128140,0.600140,300.600140,300.000000,0.001996,0.528000
i48-f0,true,false,true,1.123947,0.643947,300.643947,300.000000,0.002142,0.480000
i8-f8,true,false,true,1.086363,0.999348,301.027363,300.028015,0.003320,0.059000
i30-f14,true,false,true,1.080632,0.768887,300.786632,300.017745,0.002556,0.294000
i43-f11,true,false,true,1.076156,0.639156,300.639156,300.000000,0.002126,0.437000
i1-f1,true,false,true,1.072561,1.060026,301.063561,300.003535,0.003521,0.009000
i7-f7,true,false,true,1.061003,0.999338,301.007003,300.007665,0.003320,0.054000
i28-f12,true,false,true,1.052771,0.774284,300.777771,300.003487,0.002574,0.275000
i20-f4,true,false,true,1.034207,0.839769,300.843207,300.003438,0.002791,0.191000
i21-f5,true,false,true,1.029662,0.819802,300.822662,300.002860,0.002725,0.207000
i11-f11,true,false,true,1.015242,0.912117,300.925242,300.013125,0.003031,0.090000
i26-f10,true,false,true,1.013901,0.757639,300.760901,300.003262,0.002519,0.253000
i29-f13,true,false,true,1.001751,0.717751,300.717751,300.000000,0.002387,0.284000
i41-f9,true,false,true,0.992313,0.581313,300.581313,300.000000,0.001934,0.411000
i35-f3,true,false,true,0.991872,0.639872,300.639872,300.000000,0.002128,0.352000
i14-f14,true,false,true,0.989252,0.860139,300.865252,300.005113,0.002859,0.124000
i42-f10,true,false,true,0.986738,0.563738,300.563738,300.000000,0.001876,0.423000
i34-f2,true,false,true,0.979774,0.639774,300.639774,300.000000,0.002128,0.340000
i38-f6,true,false,true,0.974569,0.595569,300.595569,300.000000,0.001981,0.379000
i13-f13,true,false,true,0.968677,0.855428,300.855677,300.000249,0.002843,0.113000
i32-f0,true,false,true,0.957947,0.643947,300.643947,300.000000,0.002142,0.314000
i6-f6,true,false,true,0.957046,0.841146,300.910046,300.068900,0.002795,0.047000
i4-f4,true,false,true,0.951207,0.839769,300.919207,300.079438,0.002791,0.032000
i23-f7,true,false,true,0.923833,0.697833,300.697833,300.000000,0.002321,0.226000
i27-f11,true,false,true,0.901156,0.639156,300.639156,300.000000,0.002126,0.262000
i15-f15,true,false,true,0.893176,0.756118,300.758176,300.002058,0.002514,0.135000
i12-f12,true,false,true,0.892771,0.774284,300.792771,300.018487,0.002574,0.100000
i5-f5,true,false,true,0.889135,0.846937,300.852135,300.005198,0.002815,0.037000
i31-f15,true,false,true,0.884942,0.581942,300.581942,300.000000,0.001936,0.303000
i2-f2,true,false,true,0.878055,0.833322,300.858055,300.024733,0.002770,0.020000
i3-f3,true,false,true,0.870086,0.832516,300.844086,300.011570,0.002767,0.026000
i10-f10,true,false,true,0.868129,0.776768,300.787129,300.010361,0.002582,0.081000
i16-f0,true,false,true,0.829842,0.671789,300.683842,300.012053,0.002234,0.146000
i25-f9,true,false,true,0.829313,0.581313,300.581313,300.000000,0.001934,0.248000
i19-f3,true,false,true,0.822872,0.639872,300.639872,300.000000,0.002128,0.183000
i18-f2,true,false,true,0.812774,0.639774,300.639774,300.000000,0.002128,0.173000
i22-f6,true,false,true,0.812569,0.595569,300.595569,300.000000,0.001981,0.217000
i9-f9,true,false,true,0.787228,0.689541,300.717228,300.027687,0.002293,0.070000
i0-f0,true,false,true,0.716842,0.671789,300.716842,300.045053,0.002234,0.000000
