id,is_terminated,is_working,is_available,lastWorked,busyTime,up_time,idle_time,efficiency,created_time
i43-f11,true,false,true,4200.049198,1935.424593,4195.773000,2260.348407,0.461280,4.246000
i47-f15,true,false,true,4200.112219,660.241369,1393.872000,733.630631,0.473674,2806.147000
i48-f0,true,false,true,4199.935723,66.190777,144.643000,78.452223,0.457615,4055.376000
i44-f12,true,false,true,4196.197646,1796.673140,4195.569000,2398.895860,0.428231,4.450000
i46-f14,true,false,true,4057.650586,1108.867929,2233.619000,1124.751071,0.496445,1966.400000
i41-f9,true,false,true,3300.444614,1536.371322,3596.372614,2060.001292,0.427200,4.072000
i45-f13,true,false,true,1969.062602,750.105246,2264.504602,1514.399356,0.331245,4.558000
i34-f2,true,false,true,1507.418439,723.595810,1804.047439,1080.451629,0.401096,3.371000
i38-f6,true,false,true,8.957735,4.996862,305.179735,300.182873,0.016374,3.778000
i40-f8,true,false,true,8.887682,4.900700,304.925682,300.024982,0.016072,3.962000
i39-f7,true,false,true,8.576018,4.675920,304.698018,300.022098,0.015346,3.878000
i42-f10,true,false,true,8.413767,4.256767,304.256767,300.000000,0.013991,4.157000
i36-f4,true,false,true,8.393887,4.837456,304.838887,300.001431,0.015869,3.555000
i37-f5,true,false,true,8.263357,4.598357,304.598357,300.000000,0.015096,3.665000
i33-f1,true,false,true,8.157513,4.895513,304.895513,300.000000,0.016056,3.262000
i24-f8,true,false,true,8.099610,5.310332,305.698610,300.388278,0.017371,2.401000
i25-f9,true,false,true,7.992965,5.357324,305.500965,300.143641,0.017536,2.492000
i35-f3,true,false,true,7.915017,4.455017,304.455017,300.000000,0.014633,3.460000
i27-f11,true,false,true,7.829253,5.127253,305.127253,300.000000,0.016804,2.702000
i29-f13,true,false,true,7.779530,4.883530,304.883530,300.000000,0.016018,2.896000
i32-f0,true,false,true,7.712467,4.484427,304.527467,300.043040,0.014726,3.185000
i23-f7,true,false,true,7.516950,5.206501,305.235950,300.029449,0.017057,2.281000
i30-f14,true,false,true,7.427003,4.443003,304.443003,300.000000,0.014594,2.984000
i31-f15,true,false,true,7.409255,4.323255,304.323255,300.000000,0.014206,3.086000
i28-f12,true,false,true,7.317524,4.515524,304.515524,300.000000,0.014829,2.802000
i17-f1,true,false,true,7.291676,5.608154,305.622676,300.014522,0.018350,1.669000
i26-f10,true,false,true,6.854767,4.256767,304.256767,300.000000,0.013991,2.598000
i18-f2,true,false,true,6.799067,4.976887,305.034067,300.057180,0.016316,1.765000
i21-f5,true,false,true,6.679357,4.598357,304.598357,300.000000,0.015096,2.081000
i19-f3,true,false,true,6.639760,4.718777,304.767760,300.048983,0.015483,1.872000
i22-f6,true,false,true,6.562529,4.383529,304.383529,300.000000,0.014401,2.179000
i11-f11,true,false,true,6.561200,5.404453,305.468200,300.063747,0.017692,1.093000
i20-f4,true,false,true,6.405569,4.430569,304.430569,300.000000,0.014554,1.975000
i9-f9,true,false,true,6.378216,5.152359,305.475216,300.322857,0.016867,0.903000
i12-f12,true,false,true,6.295613,5.029867,305.113613,300.083746,0.016485,1.182000
i13-f13,true,false,true,6.151530,4.883530,304.883530,300.000000,0.016018,1.268000
i16-f0,true,false,true,6.123467,4.484427,304.564467,300.080040,0.014724,1.559000
i14-f14,true,false,true,6.100378,4.731381,304.750378,300.018997,0.015525,1.350000
i3-f3,true,false,true,5.780144,5.217903,305.466144,300.248241,0.017082,0.314000
i15-f15,true,false,true,5.772255,4.323255,304.323255,300.000000,0.014206,1.449000
i10-f10,true,false,true,5.756041,4.635808,304.758041,300.122233,0.015211,0.998000
i8-f8,true,false,true,5.732682,4.900700,304.911682,300.010982,0.016073,0.821000
i6-f6,true,false,true,5.411598,4.792127,304.799598,300.007471,0.015722,0.612000
i2-f2,true,false,true,5.216067,4.976887,305.010067,300.033180,0.016317,0.206000
i7-f7,true,false,true,5.109902,4.389902,304.389902,300.000000,0.014422,0.720000
i5-f5,true,false,true,5.108357,4.598357,304.598357,300.000000,0.015096,0.510000
i0-f0,true,false,true,5.011759,4.840186,305.011759,300.171573,0.015869,0.000000
i1-f1,true,false,true,4.990513,4.895513,304.895513,300.000000,0.016056,0.095000
i4-f4,true,false,true,4.856569,4.430569,304.430569,300.000000,0.014554,0.426000
