id,is_terminated,is_working,is_available,lastWorked,busyTime,up_time,idle_time,efficiency,created_time
i34-f2,true,false,true,4200.015759,1207.531188,3567.787000,2360.255812,0.338454,632.236000
i36-f4,true,false,true,4199.967896,745.065899,2303.810000,1558.744101,0.323406,1896.213000
i35-f3,true,false,true,4195.411607,1056.954622,3182.844000,2125.889378,0.332079,1017.179000
i23-f23,true,false,true,1896.215107,602.106690,2195.769107,1593.662417,0.274212,0.446000
i25-f25,true,false,true,1025.190812,297.848780,1324.705812,1026.857032,0.224841,0.485000
i33-f1,true,false,true,632.240815,226.494630,931.602815,705.108185,0.243124,0.638000
i27-f27,true,false,true,1.404373,0.870721,300.885373,300.014652,0.002894,0.519000
i26-f26,true,false,true,1.375964,0.762066,300.868964,300.106898,0.002533,0.507000
i28-f28,true,false,true,1.366900,0.772236,300.836900,300.064664,0.002567,0.530000
i30-f30,true,false,true,1.354396,0.780396,300.780396,300.000000,0.002595,0.574000
i32-f0,true,false,true,1.302842,0.671789,300.683842,300.012053,0.002234,0.619000
i24-f24,true,false,true,1.293451,0.822786,300.829451,300.006665,0.002735,0.464000
i31-f31,true,false,true,1.276255,0.681255,300.681255,300.000000,0.002266,0.595000
i29-f29,true,false,true,1.276021,0.721021,300.721021,300.000000,0.002398,0.555000
i16-f16,true,false,true,1.144726,0.839726,300.839726,300.000000,0.002791,0.305000
i14-f14,true,false,true,1.144252,0.860139,300.881252,300.021113,0.002859,0.263000
i11-f11,true,false,true,1.140242,0.912117,300.937242,300.025125,0.003031,0.203000
i22-f22,true,false,true,1.139943,0.703937,300.716943,300.013006,0.002341,0.423000
i9-f9,true,false,true,1.073704,0.875188,300.914704,300.039516,0.002908,0.159000
i12-f12,true,false,true,1.058341,0.820625,300.829341,300.008716,0.002728,0.229000
i21-f21,true,false,true,1.056568,0.659568,300.659568,300.000000,0.002194,0.397000
i0-f0,true,false,true,1.017198,0.885418,301.017198,300.131780,0.002941,0.000000
i20-f20,true,false,true,1.004241,0.620241,300.620241,300.000000,0.002063,0.384000
i19-f19,true,false,true,1.001179,0.637171,300.638179,300.001008,0.002119,0.363000
i10-f10,true,false,true,0.961129,0.776768,300.777129,300.000361,0.002583,0.184000
i13-f13,true,false,true,0.959751,0.717751,300.717751,300.000000,0.002387,0.242000
i17-f17,true,false,true,0.945970,0.618970,300.618970,300.000000,0.002059,0.327000
i6-f6,true,false,true,0.934259,0.801828,300.828259,300.026431,0.002665,0.106000
i18-f18,true,false,true,0.927989,0.590989,300.590989,300.000000,0.001966,0.337000
i3-f3,true,false,true,0.899086,0.832516,300.846086,300.013570,0.002767,0.053000
i2-f2,true,false,true,0.883055,0.833322,300.846055,300.012733,0.002770,0.037000
i15-f15,true,false,true,0.861942,0.581942,300.581942,300.000000,0.001936,0.280000
i1-f1,true,false,true,0.838769,0.822769,300.822769,300.000000,0.002735,0.016000
i7-f7,true,false,true,0.820833,0.697833,300.697833,300.000000,0.002321,0.123000
i8-f8,true,false,true,0.819797,0.677797,300.677797,300.000000,0.002254,0.142000
i5-f5,true,false,true,0.688140,0.600140,300.600140,300.000000,0.001996,0.088000
i4-f4,true,false,true,0.669562,0.599562,300.599562,300.000000,0.001995,0.070000
