id,is_terminated,is_working,is_available,lastWorked,busyTime,up_time,idle_time,efficiency,created_time
i62-f14,true,false,true,420.011858,52.037289,419.278000,367.240711,0.124112,0.724000
i45-f13,true,false,true,419.995990,141.211001,419.538000,278.326999,0.336587,0.464000
i63-f15,true,false,true,419.965746,179.020626,419.258000,240.237374,0.426994,0.744000
i61-f13,true,false,true,419.725518,160.364658,419.282000,258.917342,0.382474,0.720000
i58-f10,true,false,true,417.470670,188.849868,419.393000,230.543132,0.450293,0.609000
i56-f8,true,false,true,363.030934,115.170713,419.414000,304.243287,0.274599,0.588000
i60-f12,true,false,true,1.508434,0.845059,300.872434,300.027375,0.002809,0.636000
i57-f9,true,false,true,1.456943,0.834484,300.857943,300.023459,0.002774,0.599000
i52-f4,true,false,true,1.435636,0.865220,300.897636,300.032416,0.002875,0.538000
i40-f8,true,false,true,1.409924,0.960719,300.986924,300.026205,0.003192,0.423000
i55-f7,true,false,true,1.409662,0.829495,300.835662,300.006167,0.002757,0.574000
i49-f1,true,false,true,1.360850,0.855619,300.855850,300.000231,0.002844,0.505000
i51-f3,true,false,true,1.358086,0.832516,300.835086,300.002570,0.002767,0.523000
i44-f12,true,false,true,1.287341,0.820625,300.829341,300.008716,0.002728,0.458000
i37-f5,true,false,true,1.279565,0.875502,300.888565,300.013063,0.002910,0.391000
i46-f14,true,false,true,1.263632,0.768887,300.786632,300.017745,0.002556,0.477000
i59-f11,true,false,true,1.263156,0.639156,300.639156,300.000000,0.002126,0.624000
i17-f1,true,false,true,1.256561,1.060026,301.076561,300.016535,0.003521,0.180000
i39-f7,true,false,true,1.246662,0.829495,300.835662,300.006167,0.002757,0.411000
i24-f8,true,false,true,1.234924,0.960719,300.973924,300.013205,0.003192,0.261000
i43-f11,true,false,true,1.223789,0.773945,300.775789,300.001844,0.002573,0.448000
i33-f1,true,false,true,1.176769,0.822769,300.822769,300.000000,0.002735,0.354000
i29-f13,true,false,true,1.175677,0.855428,300.860677,300.005249,0.002843,0.315000
i48-f0,true,false,true,1.168842,0.671789,300.673842,300.002053,0.002234,0.495000
i54-f6,true,false,true,1.160569,0.595569,300.595569,300.000000,0.001981,0.565000
i53-f5,true,false,true,1.154140,0.600140,300.600140,300.000000,0.001996,0.554000
i50-f2,true,false,true,1.153774,0.639774,300.639774,300.000000,0.002128,0.514000
i28-f12,true,false,true,1.095771,0.774284,300.788771,300.014487,0.002574,0.307000
i30-f14,true,false,true,1.094632,0.768887,300.771632,300.002745,0.002556,0.323000
i31-f15,true,false,true,1.093176,0.756118,300.756176,300.000058,0.002514,0.337000
i20-f4,true,false,true,1.091636,0.865220,300.876636,300.011416,0.002876,0.215000
i21-f5,true,false,true,1.082135,0.846937,300.858135,300.011198,0.002815,0.224000
i47-f15,true,false,true,1.069942,0.581942,300.581942,300.000000,0.001936,0.488000
i26-f10,true,false,true,1.056901,0.757639,300.768901,300.011262,0.002519,0.288000
i8-f8,true,false,true,1.050924,0.960719,300.970924,300.010205,0.003192,0.080000
i11-f11,true,false,true,1.038242,0.912117,300.924242,300.012125,0.003031,0.114000
i16-f0,true,false,true,1.028431,0.854220,300.862431,300.008211,0.002839,0.166000
i14-f14,true,false,true,1.020252,0.860139,300.874252,300.014113,0.002859,0.146000
i35-f3,true,false,true,1.011872,0.639872,300.639872,300.000000,0.002128,0.372000
i41-f9,true,false,true,1.011313,0.581313,300.581313,300.000000,0.001934,0.430000
i34-f2,true,false,true,1.001774,0.639774,300.639774,300.000000,0.002128,0.362000
i42-f10,true,false,true,1.000738,0.563738,300.563738,300.000000,0.001876,0.437000
i38-f6,true,false,true,0.997569,0.595569,300.595569,300.000000,0.001981,0.402000
i32-f0,true,false,true,0.985947,0.643947,300.643947,300.000000,0.002142,0.342000
i36-f4,true,false,true,0.985562,0.599562,300.599562,300.000000,0.001995,0.386000
i4-f4,true,false,true,0.983636,0.865220,300.940636,300.075416,0.002875,0.043000
i25-f9,true,false,true,0.965228,0.689541,300.692228,300.002687,0.002293,0.273000
i23-f7,true,false,true,0.948833,0.697833,300.697833,300.000000,0.002321,0.251000
i27-f11,true,false,true,0.936156,0.639156,300.639156,300.000000,0.002126,0.297000
i2-f2,true,false,true,0.925336,0.853658,300.900336,300.046678,0.002837,0.025000
i12-f12,true,false,true,0.921771,0.774284,300.798771,300.024487,0.002574,0.123000
i15-f15,true,false,true,0.912176,0.756118,300.757176,300.001058,0.002514,0.155000
i7-f7,true,false,true,0.906662,0.829495,300.837662,300.008167,0.002757,0.069000
i3-f3,true,false,true,0.898587,0.849103,300.863587,300.014484,0.002822,0.035000
i5-f5,true,false,true,0.883662,0.819802,300.835662,300.015860,0.002725,0.048000
i0-f0,true,false,true,0.872431,0.854220,300.872431,300.018211,0.002839,0.000000
i10-f10,true,false,true,0.865901,0.757639,300.758901,300.001262,0.002519,0.107000
i6-f6,true,false,true,0.863259,0.801828,300.806259,300.004431,0.002666,0.057000
i13-f13,true,false,true,0.850751,0.717751,300.717751,300.000000,0.002387,0.133000
i19-f3,true,false,true,0.846872,0.639872,300.639872,300.000000,0.002128,0.207000
i18-f2,true,false,true,0.834774,0.639774,300.639774,300.000000,0.002128,0.195000
i22-f6,true,false,true,0.834569,0.595569,300.595569,300.000000,0.001981,0.239000
i1-f1,true,false,true,0.833769,0.822769,300.822769,300.000000,0.002735,0.011000
i9-f9,true,false,true,0.806228,0.689541,300.714228,300.024687,0.002293,0.092000
